Timestamp,Which age group do you belong to?,What is your employment status?,Which part of the year did you visit USS?,Who did you visit USS with?,What was the main purpose of your visit?,What factors influenced your decision to visit USS? Select all that apply,What concerns did you have before deciding to visit USS?,"On a scale of 1-5, how would you rate your overall experience at USS?",What was the highlight of your visit?,How would you describe USS' brand image before visiting?,How did you first hear about Universal Studios Singapore?,"How easy was it to find relevant information about USS online (ticket pricing, attractions, events, etc.)?",Have you seen any recent advertisements or promotions for USS?,What type of promotions or discounts would encourage you to visit USS?,Did you visit the USS website while planning your trip?,"How easy was it to navigate the USS website to find information about tickets, attractions, and events?","Did the website provide clear and sufficient information about ticket prices, promotions, and park rules?",What features would improve your experience on the USS website? (Select all that apply),Did you use the USS mobile app before your visit?,"If you used the USS app, how would you rate its ease of use?",What USS app features did you find most helpful? (Select all that apply)  ,What feedback/suggestions would you like to provide for USS website/app?,Which ride or attraction was your favourite?,Why this attraction in particular? ,Which ride or attraction have you had bad experiences with (if any)? ,What made your experience with this ride or attraction unpleasant? ,"Did you experience any rides with longer-than-expected wait times? If yes, which ride(s)?",How long did you wait in line for rides on average during your visit?,"Did you feel that overall, the queueing time was worth the experience of the attraction? ", Were the shows and performances engaging and enjoyable?  ,Did you find the price of the general admission ticket reasonable for the experience provided?,Did you purchase the Express Pass?,"If you purchased the Express Pass, how would you rate the value of the Express Pass in relation to the experience it provided?",Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Waiting times],Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Ride variety ],"Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Ride experience (quality, theme, etc.)]","Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Overall park experience (atmosphere, entertainment, etc.)]",Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Customer Service], Did you find a good variety of food options?  ,Were there enough affordable and accessible meal choices?  ,Were there enough kid-friendly meal choices?, How would you rate the food quality and service?  ,Did you stay at a nearby hotel or within Resorts World Sentosa?   ,"If you booked a nearby accommodation, how was the experience? ",Was the accommodation convenient and family-friendly?  ,Have you reached out to USS customer service before your visit?,"If you interacted with USS customer service, how satisfied were you with the response time and assistance?",Were the park staff at USS friendly and helpful? Rate on a scale from 1-5.,"Did you encounter any issues that required assistance, and how were they handled?  ",Would you choose to revisit USS?,"If you answered 'No' or 'Maybe', please explain why. ",What changes or improvements would make your next visit better?  ,Would you recommend USS to others?,Please state your reason for the previous question.
2/22/2025 16:31:31,18 - 24 years old,Student,October - December,Family (including children),Family outing,"Positive online reviews, Reputation as a top theme park in Asia, Special events or themed attractions","Ticket pricing and affordability, Ride wait times and crowd levels, Park cleanliness and hygiene, Food options and prices, Accessibility and transportation",4,"Thrilling rides, Shorter queue times and Express Pass benefits, Overall park atmosphere and theme",Fun and family-friendly,Word of mouth,3,"No, I haven't seen any ads","Discounted tickets, Bundle deals (hotel + ticket packages etc.), Seasonal event promotions, Family/group discounts",No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,Transformers,I love the immersive 4D simulation experience!,Not applicable,,Transformers,15 to 30 minutes,4,5,No,No,,5,2,4,3,1,No,No,,3,No,NIL,Not applicable,"No, I did not",,3,NIL,Yes,,Reduce queue waiting times,Yes,It is a really enjoyable experience!
2/22/2025 17:11:49,18 - 24 years old,Student,October - December,Friends,Social gathering,Friends or family recommendations,"Ticket pricing and affordability, Accessibility and transportation",4,Thrilling rides,Exciting and thrilling rides,Social media,5,"No, I haven't seen any ads","Discounted tickets, Family/group discounts",No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,CYLON,It's the fastest and most exciting one,Not applicable,,"HUMAN, CYLON",46 to 60 minutes,4,3,No,No,,3,2,1,4,5,No,No,No,3,No,NIL,Not applicable,"No, I did not",,4,NIL,Maybe,Depends if my friends would like to go there again - otherwise going there once is enough for me,"More ride variety, better waiting times",No,"I feel that it's not the most worth-it place for social gatherings in Singapore, and if you have the ability to go to theme parks overseas, you will likely get a better experience."
2/22/2025 21:36:31,18 - 24 years old,Student,April - June,Romantic partner,Date/Romantic experience,Friends or family recommendations,"Ticket pricing and affordability, Ride wait times and crowd levels",4,Thrilling rides,High quality and premium entertainment,Word of mouth,5,"Yes, but they did not influence my decision",Discounted tickets,Yes,4,"Yes, everything was clear","Better mobile optimisation, More detailed ride descriptions and photos/videos, More user-friendly ticket booking process, More accessible customer support (Live Chat, FAQ, etc)","No, I didn't know there was an app",,Not applicable (Did not use the app),,CYLON,super thrilling,Sesame Street Spaghetti Space Chase,quite boring,,31 to 45 minutes,5,,No,No,,4,3,5,2,1,No,No,No,3,No,nil,Not applicable,"No, I did not",,5,nil,Maybe,it gets quite repetitive,more ride variety,Yes,i still think it’s a good place to have fun
2/22/2025 21:43:26,18 - 24 years old,Student,October - December,Friends,Social gathering,Friends or family recommendations,"Ticket pricing and affordability, Ride wait times and crowd levels, Accessibility and transportation",3,Thrilling rides,High quality and premium entertainment,Word of mouth,5,Yes and they influenced my decision to visit,"Discounted tickets, Seasonal event promotions",Yes,4,"Yes, everything was clear","More detailed ride descriptions and photos/videos, More user-friendly ticket booking process, Live updates on crowd levels and wait times, More accessible customer support (Live Chat, FAQ, etc)","No, I didn't know there was an app",,Not applicable (Did not use the app),,HUMAN,the drop was crazy,Canopy Flyer,boring heh,,46 to 60 minutes,4,2,No,No,,4,3,5,2,1,No,No,No,2,No,nil,Not applicable,"No, I did not",,4,nil,No,"i went for halloween horror night, it was not fun",maybe make the haunted houses scarier??,No,too expensive for a rather disappointing experience
2/22/2025 22:17:14,Below 12 years old,Student,Can't recall / Not sure,Family (including children),Family outing,Friends or family recommendations,Ride wait times and crowd levels,4,"Thrilling rides, Overall park atmosphere and theme",Fun and family-friendly,Word of mouth,2,"No, I haven't seen any ads",Family/group discounts,No,4,"Yes, everything was clear","Better mobile optimisation, Faster loading times","No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,it was scary,Not applicable,,,46 to 60 minutes,3,3,No,No,,3,5,4,2,1,No,No,No,2,No,nil,Not applicable,"No, I did not",,4,nil,Maybe,it was too small,make the park bigger,No,nil
2/22/2025 22:35:32,12 - 17 years old,Student,April - June,Friends,Social gathering,"Reputation as a top theme park in Asia, Friends or family recommendations","Ticket pricing and affordability, Ride wait times and crowd levels, Accessibility and transportation",4,"Thrilling rides, Live shows and entertainment",Fun and family-friendly,Social media,4,"Yes, but they did not influence my decision","Discounted tickets, Seasonal event promotions, Family/group discounts",Yes,5,"Yes, everything was clear","More detailed ride descriptions and photos/videos, Live updates on crowd levels and wait times, More accessible customer support (Live Chat, FAQ, etc)",Yes,3,Interactive park map,,CYLON,adrenaline booster,Canopy Flyer,it was too hot,Revenge of the Mummy,46 to 60 minutes,4,3,No,Yes,4,2,4,3,5,1,No,No,No,2,No,nil,Not applicable,"Yes, via email",3,4,nil,Maybe,if got more rides in future then sure,more rides,No,too expensive
2/22/2025 22:40:18,18 - 24 years old,Student,October - December,Friends,Social gathering,Special events or themed attractions,"Ride wait times and crowd levels, Park cleanliness and hygiene, Food options and prices",1,Nothing,High quality and premium entertainment,Word of mouth,3,"No, I haven't seen any ads",Seasonal event promotions,No,3,Not applicable (Did not use the website),Live updates on crowd levels and wait times,"No, I didn't know there was an app",,Not applicable (Did not use the app),,Transformers,3D experience ,Revenge of the Mummy,I curled up cuz too scary,Revenge of the Mummy,15 to 30 minutes,3,5,No,No,,5,2,1,3,4,No,No,No,2,No,NIL,Not applicable,"No, I did not",,3,NIL,Yes,,better food,No,i don’t talk to people about uss 
2/22/2025 22:47:30,18 - 24 years old,Student,July - September,Friends,Social gathering,Reputation as a top theme park in Asia,"Ticket pricing and affordability, Ride wait times and crowd levels",2,Live shows and entertainment,Fun and family-friendly,Word of mouth,4,"Yes, but they did not influence my decision",Discounted tickets,Yes,3,"Yes, everything was clear",Live updates on crowd levels and wait times,"No, I didn't know there was an app",,Not applicable (Did not use the app),,Transformers,Like the movie ,Not applicable,,,46 to 60 minutes,2,4,Yes,No,3,3,2,5,4,1,Yes,No,Yes,2,No,NIL,Not applicable,"No, I did not",,3,NIL,Maybe,No incentives ,NA,No,NA
2/22/2025 22:49:17,18 - 24 years old,Student,Can't recall / Not sure,Friends,Casual hangout,"Positive online reviews, Reputation as a top theme park in Asia, Friends or family recommendations","Ticket pricing and affordability, Ride wait times and crowd levels",3,"Thrilling rides, Shopping and merchandise, Overall park atmosphere and theme",Fun and family-friendly,Word of mouth,5,Yes and they influenced my decision to visit,"Discounted tickets, Seasonal event promotions",Yes,1,"Yes, everything was clear",Live updates on crowd levels and wait times,"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,Not as high as HUMAN/CYLON but still very thrilling. The dark environment also provides good immersion.,Not applicable,,,31 to 45 minutes,2,3,No,No,,3,2,4,1,5,No,No,,4,No,NIL,Not applicable,"No, I did not",4,5,NIL,Yes,,The scale is too small ,No,Too small. Long queue. Not worth it regarding the price 
2/22/2025 22:49:34,18 - 24 years old,Student,Can't recall / Not sure,Friends,Social gathering,Friends or family recommendations,Ticket pricing and affordability,3,"Live shows and entertainment, Food and dining experience",rollar coaster,Word of mouth,3,"No, I haven't seen any ads","Discounted tickets, Bundle deals (hotel + ticket packages etc.)",No,3,"Somewhat clear, but some details were missing","More detailed ride descriptions and photos/videos, More accessible customer support (Live Chat, FAQ, etc)","No, I didn't know there was an app",,Show schedules and ride wait times,,Revenge of the Mummy,sounds scary,Not applicable,,Revenge of the Mummy,15 to 30 minutes,2,3,No,No,2,3,2,5,4,1,No,No,No,3,No,nil,Not applicable,"No, I did not",,3,nil,Maybe,depends on time availability,shorter waiting time,Yes,its a good place anyways
2/22/2025 22:51:51,18 - 24 years old,Student,Can't recall / Not sure,Friends,Social gathering,Reputation as a top theme park in Asia,"Ticket pricing and affordability, Ride wait times and crowd levels",4,"Thrilling rides, Live shows and entertainment, Overall park atmosphere and theme",High quality and premium entertainment,Social media,5,"No, I haven't seen any ads",Discounted tickets,Yes,5,"Yes, everything was clear",Live updates on crowd levels and wait times,"No, I didn't know there was an app",,Not applicable (Did not use the app),,CYLON,Very thrilling and adventurous for me! I really like it,Not applicable,,,31 to 45 minutes,4,5,No,No,,4,1,2,3,5,Yes,Yes,Yes,4,No,NIL,Not applicable,"No, I did not",,5,"Yes, I remembered there was once I dropped my phone in one of the rides when I was playing and I reported to the customer service and they very promptly found it for me and I went to collect my phone the next day. Really liked the fast service.",Yes,,Maybe promotions or slightly cheaper prices ,Yes,It’s a fun themed park!
2/22/2025 22:52:50,25 - 34 years old,Employed,Can't recall / Not sure,Friends,Social gathering,Friends or family recommendations,"Ticket pricing and affordability, Ride wait times and crowd levels",4,Thrilling rides,High quality and premium entertainment,Social media,4,"Yes, but they did not influence my decision",Seasonal event promotions,Yes,1,"Somewhat clear, but some details were missing",More user-friendly ticket booking process,"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,the theme is interesting,Not applicable,,,46 to 60 minutes,4,3,Yes,No,,1,4,2,3,5,No,No,,3,No,NIL,Not applicable,"No, I did not",,4,NIL,Maybe,only if there are new rides,new rides,No,"i would rather save the money for something else, this is a one-time entertainment"
2/22/2025 22:55:39,25 - 34 years old,Employed,Can't recall / Not sure,Friends,"Special event / Celebration (eg. birthday, anniversary)",Special events or themed attractions,"Ticket pricing and affordability, Ride wait times and crowd levels, Food options and prices",4,"Thrilling rides, Shorter queue times and Express Pass benefits",High quality and premium entertainment,Social media,4,"Yes, but they did not influence my decision",Bundle deals (hotel + ticket packages etc.),Yes,1,"No, it was unclear and needed more information",More detailed ride descriptions and photos/videos,Yes,3,Show schedules and ride wait times,,Puss in Boots,Nice,Sesame Street Spaghetti Space Chase,Nil,CYLON,Less than 15 minutes,4,2,Yes,No,,5,4,2,1,3,No,No,Yes,1,Yes,Nil,No,"Yes, via phone",3,2,Nil,Maybe,,Nil,Yes,Fun
2/22/2025 22:56:27,25 - 34 years old,Employed,Can't recall / Not sure,"Family (adults only), Friends",Family outing,"Reputation as a top theme park in Asia, Special events or themed attractions",Ride wait times and crowd levels,5,"Thrilling rides, Live shows and entertainment",High quality and premium entertainment,Travel agencies/tour packages,4,"No, I haven't seen any ads","Discounted tickets, Bundle deals (hotel + ticket packages etc.)",No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),NA,CYLON,So thrilling,Not applicable,,"HUMAN, CYLON, Transformers, Revenge of the Mummy",31 to 45 minutes,4,4,Yes,No,,4,3,1,2,5,Yes,Yes,Yes,4,No,NIL,Not applicable,"No, I did not",,4,NIL,Yes,,NIL,Yes,"If you visit Singapore, USS is a must!"
2/22/2025 22:58:20,25 - 34 years old,Employed,Can't recall / Not sure,Friends,Social gathering,Special events or themed attractions,"Ticket pricing and affordability, Ride wait times and crowd levels, Food options and prices",4,"Thrilling rides, Live shows and entertainment, Overall park atmosphere and theme",Exciting and thrilling rides,News,5,"Yes, but they did not influence my decision","Discounted tickets, Seasonal event promotions, Family/group discounts",No,1,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't find it necessary",,Not applicable (Did not use the app),NA,HUMAN,Thrill,"HUMAN, CYCLON, Transformers, Revenge of the Mummy, Sesame Street Spaghetti Space Chase, Puss in Boots, Canopy Flyer",Long queue ,"HUMAN, CYLON, Transformers, Revenge of the Mummy, Sesame Street Spaghetti Space Chase, Puss in Boots, Canopy Flyer",61 to 90 minutes,3,3,No,No,,1,2,3,4,5,No,No,No,3,No,NIL,Not applicable,"No, I did not",,3,NIL,Maybe,Pricing and queue ,"Shorter queue, free express pass",No,"Long queue, waste of time"
2/22/2025 23:00:59,18 - 24 years old,Student,October - December,Friends,Social gathering,"Positive online reviews, Friends or family recommendations, Social media content (Instagram, Youtube, Tiktok, etc), Special events or themed attractions","Ticket pricing and affordability, Ride wait times and crowd levels, Accessibility and transportation",3,Overall park atmosphere and theme,High quality and premium entertainment,Online ads,4,"Yes, but they did not influence my decision",Discounted tickets,No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't find it necessary",,Not applicable (Did not use the app),,Revenge of the Mummy,the darkness is suspenseful,Not applicable,,,61 to 90 minutes,3,3,Yes,No,,1,3,2,4,5,No,No,,3,No,NIL,Not applicable,"No, I did not",,4,NIL,Maybe,"its a one-time experience, i dont see the need in going multiple times, unless there is a new theme that i am very interested in ",more shelters / fans,No,feel like things overseas are much better
2/22/2025 23:03:16,18 - 24 years old,Student,Can't recall / Not sure,Friends,Social gathering,"Reputation as a top theme park in Asia, Friends or family recommendations","Ticket pricing and affordability, Ride wait times and crowd levels",4,"Live shows and entertainment, Shorter queue times and Express Pass benefits",Fun and family-friendly,Travel agencies/tour packages,4,"No, I haven't seen any ads","Discounted tickets, Bundle deals (hotel + ticket packages etc.), Family/group discounts",Yes,2,"Somewhat clear, but some details were missing","Faster loading times, Live updates on crowd levels and wait times","No, I didn't know there was an app",,Not applicable (Did not use the app),,Transformers,"fun, attractive","Transformers, Canopy Flyer",,,15 to 30 minutes,3,4,No,No,,1,4,2,3,5,No,No,,2,No,NIL,Not applicable,"No, I did not",,4,Nil,Yes,,"queue time, food choice",Yes,still a good tourist attraction nevertheless
